County-State,Drop_Out_Rate_By_County,Graduation-Rate,Percentage of Teens Who Work Part or Full time,SVI,Percentage-Private-School,Percentage-Public-School
FANNIN-TX,0.02261904761904762,94.4,0.4357142857142857,0.5758,0.014285714285714285,0.9857142857142858
FAYETTE-TX,0.07157057654075547,92.3,0.5536779324055666,0.4363,0.05714285714285714,0.9428571428571428
FORT BEND-TX,0.022198110221981104,93.2,0.3588995885889959,0.2873,0.05733558178752108,0.9426644182124789
FRIO-TX,0.0448907265209687,85.4,0.32309509746012993,0.9866,0.045454545454545456,0.9545454545454546
GAINES-TX,0.3022440392706872,94.8,0.6360448807854138,0.6825,0.07692307692307693,0.9230769230769231
GALVESTON-TX,0.04355145262014662,91.9,0.4620146619603584,0.585,0.06622516556291391,0.9337748344370861
GILLESPIE-TX,0.11127487103905674,97.5,0.6330140014738393,0.3573,0.11764705882352941,0.8823529411764706
GONZALES-TX,0.13346418056918546,88.6,0.4043179587831207,0.8959,0.018518518518518517,0.9814814814814815
GRAY-TX,0.05384615384615385,94.6,0.5182692307692308,0.8446,0.03225806451612903,0.967741935483871
GRAYSON-TX,0.025299795261772447,94.6,0.4856683240713659,0.6592,0.021621621621621623,0.9783783783783784
GREGG-TX,0.05415803492157443,92.6,0.48712636874815035,0.8825,0.05673758865248227,0.9432624113475178
GUADALUPE-TX,0.028606965174129355,94.7,0.425599276345545,0.4344,0.023255813953488372,0.9767441860465116
HARDIN-TX,0.028424657534246577,94.8,0.34143835616438356,0.2532,0.012195121951219513,0.9878048780487805
HARRIS-TX,0.0619587283442064,87.0,0.35091156355322545,0.7236,0.06288466684506289,0.9371153331549371
HARRISON-TX,0.06094329623741388,92.9,0.3963963963963964,0.7306,0.03296703296703297,0.967032967032967
HARTLEY-TX,0.05426356589147287,95.0,0.3488372093023256,0.5344,0.16666666666666666,0.8333333333333334
HAYS-TX,0.024205650159848633,90.2,0.5276309780126573,0.4924,0.05142857142857143,0.9485714285714286
HENDERSON-TX,0.06611153166792834,96.7,0.302296240222054,0.7201,0.021052631578947368,0.9789473684210527
HIDALGO-TX,0.05647184771335854,86.5,0.24649560068247967,0.978,0.02018348623853211,0.9798165137614679
HOCKLEY-TX,0.05307994757536042,92.3,0.6441677588466579,0.9025,0.017241379310344827,0.9827586206896551
HOOD-TX,0.05399151561897416,92.7,0.4843810258387968,0.2602,0.019230769230769232,0.9807692307692307
HOUSTON-TX,0.0776794493608653,95.7,0.21632251720747295,0.9131,0.021739130434782608,0.9782608695652174
HOWARD-TX,0.06318681318681318,85.8,0.5260989010989011,0.9153,0.021739130434782608,0.9782608695652174
HUNT-TX,0.06037414965986394,87.4,0.4423469387755102,0.8341,0.007352941176470588,0.9926470588235294
JACKSON-TX,0.0,93.4,0.3585147247119078,0.6774,0.03225806451612903,0.967741935483871
JASPER-TX,0.05894206549118388,94.0,0.28816120906801007,0.8239,0.02,0.98
JEFF DAVIS-TX,0.0,100.0,0.2459016393442623,0.3611,0.14285714285714285,0.8571428571428571
JEFFERSON-TX,0.07034309885633715,86.7,0.3919786934043553,0.8567,0.026515151515151516,0.9734848484848485
JIM WELLS-TX,0.12900096993210475,82.6,0.1944713870029098,0.9226,0.045454545454545456,0.9545454545454546
JOHNSON-TX,0.1753126922288292,93.0,0.3666188230469551,0.5073,0.0391304347826087,0.9608695652173913
KAUFMAN-TX,0.03401174702909439,93.6,0.48313071984701544,0.5691,0.012422360248447204,0.9875776397515528
KENDALL-TX,0.0,97.2,0.5432773109243697,0.2283,0.06521739130434782,0.9347826086956522
KERR-TX,0.04934626739772248,91.0,0.4538169548713623,0.6959,0.045454545454545456,0.9545454545454546
KLEBERG-TX,0.0530579181855002,84.3,0.28108545970028354,0.9834,0.058823529411764705,0.9411764705882353
LAMAR-TX,0.10837438423645321,92.6,0.40681444991789817,0.8357,0.028169014084507043,0.971830985915493
LAVACA-TX,0.009970089730807577,97.8,0.5543369890329013,0.6879,0.07317073170731707,0.926829268292683
LEE-TX,0.0038910505836575876,91.9,0.46206225680933855,0.6752,0.06896551724137931,0.9310344827586207
LIBERTY-TX,0.05997770345596432,90.8,0.3656633221850613,0.9427,0.0196078431372549,0.9803921568627451
LLANO-TX,0.24093264248704663,96.6,0.5971502590673575,0.4666,0.0625,0.9375
LUBBOCK-TX,0.02848487588732649,89.6,0.5402179319075824,0.7497,0.03283582089552239,0.9671641791044776
MCLENNAN-TX,0.038140505448643634,89.9,0.48481335497333644,0.8436,0.02544529262086514,0.9745547073791349
MARION-TX,0.07650273224043716,98.6,0.36065573770491804,0.6885,0.14285714285714285,0.8571428571428571
MATAGORDA-TX,0.008964143426294821,92.9,0.35806772908366535,0.9067,0.01818181818181818,0.9818181818181818
MAVERICK-TX,0.0600142891164563,86.1,0.3305548940223863,0.9742,0.02702702702702703,0.972972972972973
MEDINA-TX,0.019182389937106917,95.2,0.5056603773584906,0.6697,0.014925373134328358,0.9850746268656716
MIDLAND-TX,0.06266620418545496,84.8,0.5226037692218753,0.4748,0.05063291139240506,0.9493670886075949
MILAM-TX,0.10776545166402536,96.2,0.42789223454833597,0.7627,0.03773584905660377,0.9622641509433962
MONTGOMERY-TX,0.053444575436050905,92.4,0.4221758713460899,0.3914,0.05336426914153132,0.9466357308584686
NACOGDOCHES-TX,0.01599709143792038,89.2,0.46755135429921835,0.9822,0.04,0.96
NAVARRO-TX,0.10411537108688006,93.5,0.4319380935631375,0.9662,0.02564102564102564,0.9743589743589743
NUECES-TX,0.09794467173193064,86.3,0.32812195597116695,0.8363,0.04591836734693878,0.9540816326530612
ORANGE-TX,0.05809414466130884,91.2,0.32445464982778416,0.5812,0.025974025974025976,0.974025974025974
PALO PINTO-TX,0.009226401703335699,93.0,0.4201561391057488,0.8799,0.02564102564102564,0.9743589743589743
PARKER-TX,0.0382821075740944,96.7,0.4276893523600439,0.2561,0.05303030303030303,0.946969696969697
POLK-TX,0.11604831751509923,94.5,0.5500431406384815,0.9121,0.034482758620689655,0.9655172413793104
POTTER-TX,0.06972681067344345,84.6,0.4099428208386277,0.9248,0.02564102564102564,0.9743589743589743
RANDALL-TX,0.10136080376446649,96.7,0.577387765483912,0.2204,0.03418803418803419,0.9658119658119658
ROCKWALL-TX,0.020572002007024585,96.0,0.47984612811506944,0.1124,0.043010752688172046,0.956989247311828
RUSK-TX,0.10453720508166969,95.7,0.45626134301270416,0.7965,0.011627906976744186,0.9883720930232558
SCURRY-TX,0.14703196347031963,90.5,0.4200913242009132,0.6994,0.041666666666666664,0.9583333333333334
SMITH-TX,0.08059236165237724,93.4,0.43616523772408416,0.7462,0.043689320388349516,0.9563106796116505
SOMERVELL-TX,0.0,89.5,0.15849056603773584,0.5605,0.0625,0.9375
STARR-TX,0.09202723479024819,91.7,0.23544915440368988,0.9815,0.011111111111111112,0.9888888888888889
TARRANT-TX,0.06614455321807956,89.0,0.4284440741512185,0.5475,0.04589114194236926,0.9541088580576307
TAYLOR-TX,0.0714794585609119,85.0,0.5756352410353835,0.6933,0.024096385542168676,0.9759036144578314
TITUS-TX,0.014256619144602852,97.8,0.3095723014256619,0.8901,0.023255813953488372,0.9767441860465116
TOM GREEN-TX,0.03533148074632791,90.4,0.5225618631732168,0.6643,0.024691358024691357,0.9753086419753086
TRAVIS-TX,0.05253909110138466,89.7,0.4626336256691453,0.3812,0.06,0.94
TYLER-TX,0.1581151832460733,93.2,0.406282722513089,0.8834,0.023255813953488372,0.9767441860465116
UVALDE-TX,0.045871559633027525,83.8,0.49058425881216805,0.9548,0.047619047619047616,0.9523809523809523
VAL VERDE-TX,0.084774499830451,92.7,0.4143777551712445,0.9678,0.047619047619047616,0.9523809523809523
VAN ZANDT-TX,0.04244124868467204,91.1,0.435987372851631,0.5589,0.021739130434782608,0.9782608695652174
VICTORIA-TX,0.07114706492428957,83.5,0.3737813731590956,0.7834,0.07207207207207207,0.9279279279279279
WALKER-TX,0.01233262861169838,79.3,0.22586328400281888,0.6997,0.06896551724137931,0.9310344827586207
WALLER-TX,0.08835738288199249,94.2,0.4860644396125717,0.8331,0.02040816326530612,0.9795918367346939
WASHINGTON-TX,0.03818615751789976,91.5,0.49232867371292194,0.7312,0.09090909090909091,0.9090909090909091
WEBB-TX,0.037925817726537636,90.0,0.2679847670718347,0.9497,0.024475524475524476,0.9755244755244755
WHARTON-TX,0.12084717607973422,95.0,0.3646179401993355,0.8758,0.03571428571428571,0.9642857142857143
WICHITA-TX,0.04265773310999442,95.1,0.6770519262981575,0.8166,0.020689655172413793,0.9793103448275862
WILBARGER-TX,0.3239247311827957,90.2,0.5793010752688172,0.9083,0.04,0.96
WILLIAMSON-TX,0.052615395127951076,94.8,0.4918172810823738,0.2016,0.04220183486238532,0.9577981651376147
WILSON-TX,0.06201275690999291,96.0,0.3543586109142452,0.4436,0.01020408163265306,0.9897959183673469
WISE-TX,0.05018633540372671,97.0,0.41043478260869565,0.5768,0.011494252873563218,0.9885057471264368
YOUNG-TX,0.007177033492822967,96.3,0.5610047846889952,0.5532,0.03225806451612903,0.967741935483871
ZAVALA-TX,0.04,82.6,0.2387878787878788,0.9987,0.04,0.96
ABBEVILLE-SC,0.06330935251798561,85.0,0.44028776978417267,0.8564,0.23076923076923078,0.7692307692307693
AIKEN-SC,0.055505589104458436,85.0,0.40010278812797123,0.6666,0.23076923076923078,0.7692307692307693
ANDERSON-SC,0.10286661466458659,85.48,0.46031591263650545,0.701,0.125,0.875
BAMBERG-SC,0.0,80.24,0.539179104477612,0.9516,0.14285714285714285,0.8571428571428571
BARNWELL-SC,0.1021377672209026,80.47,0.3182897862232779,0.9904,0.26666666666666666,0.7333333333333333
BEAUFORT-SC,0.03501023376063773,79.0,0.6030378110524615,0.4006,0.2391304347826087,0.7608695652173914
BERKELEY-SC,0.03140946683089917,84.0,0.5234911138483196,0.5146,0.14285714285714285,0.8571428571428571
CALHOUN-SC,0.02120141342756184,92.5,0.26148409893992935,0.5627,0.4,0.6
CHESTER-SC,0.13050847457627118,82.0,0.4090395480225989,0.7363,0.07692307692307693,0.9230769230769231
CHESTERFIELD-SC,0.14531384350816853,88.0,0.4067067927773001,0.9487,0.2727272727272727,0.7272727272727273
CLARENDON-SC,0.07257546563904946,83.54,0.3705844572896596,0.9793,0.125,0.875
COLLETON-SC,0.06101511879049676,80.0,0.2786177105831533,0.8,0.25,0.75
DARLINGTON-SC,0.18069584736251404,92.78,0.3148148148148148,0.9268,0.20689655172413793,0.7931034482758621
DILLON-SC,0.08819241982507289,89.4,0.42857142857142855,0.9682,0.07692307692307693,0.9230769230769231
DORCHESTER-SC,0.0956364458512322,85.72,0.526000452181777,0.4188,0.16216216216216217,0.8378378378378378
EDGEFIELD-SC,0.04749679075738126,81.0,0.44030808729139925,0.8484,0.08333333333333333,0.9166666666666666
FAIRFIELD-SC,0.014044943820224719,92.5,0.37359550561797755,0.7484,0.18181818181818182,0.8181818181818182
FLORENCE-SC,0.03003087285994948,81.21,0.3019927027785574,0.8987,0.19607843137254902,0.803921568627451
GEORGETOWN-SC,0.0392618767177071,89.0,0.44954848841774636,0.6771,0.17391304347826086,0.8260869565217391
GREENVILLE-SC,0.05216294711097524,84.29,0.5771170895750535,0.5038,0.27702702702702703,0.722972972972973
GREENWOOD-SC,0.1452599388379205,81.92,0.5374617737003058,0.9344,0.125,0.875
HAMPTON-SC,0.016094420600858368,87.5,0.3562231759656652,0.8032,0.09090909090909091,0.9090909090909091
HORRY-SC,0.055052985267510984,68.7,0.5189971568880848,0.6102,0.16176470588235295,0.8382352941176471
JASPER-SC,0.03875432525951557,77.5,0.5536332179930796,0.9449,0.2727272727272727,0.7272727272727273
KERSHAW-SC,0.08427973699940228,84.0,0.38971906754333535,0.4959,0.2,0.8
LAURENS-SC,0.05906123717749456,80.02,0.5156978551445446,0.9172,0.058823529411764705,0.9411764705882353
LEE-SC,0.041065482796892344,87.5,0.17758046614872364,0.921,0.1111111111111111,0.8888888888888888
LEXINGTON-SC,0.05920383553682987,86.34,0.4564869969490048,0.442,0.12345679012345678,0.8765432098765432
MARION-SC,0.0856338028169014,87.0,0.3346478873239437,0.9293,0.15384615384615385,0.8461538461538461
MARLBORO-SC,0.2,77.0,0.2774509803921569,0.9869,0.2727272727272727,0.7272727272727273
NEWBERRY-SC,0.06230802983764809,81.0,0.5225976305397104,0.9232,0.06666666666666667,0.9333333333333333
OCONEE-SC,0.07767565965016306,82.0,0.614882893566558,0.7293,0.2916666666666667,0.7083333333333334
ORANGEBURG-SC,0.05639476334340383,78.91,0.34159113796576035,0.9229,0.13157894736842105,0.868421052631579
PICKENS-SC,0.05547416739916007,82.0,0.6191034280691474,0.599,0.13333333333333333,0.8666666666666667
RICHLAND-SC,0.03856057475283721,62.6,0.5820326159519343,0.6309,0.20454545454545456,0.7954545454545454
SALUDA-SC,0.29235537190082644,82.5,0.4762396694214876,0.7949,0.25,0.75
SPARTANBURG-SC,0.05399351606248158,86.32,0.5685823754789272,0.7618,0.11458333333333333,0.8854166666666666
SUMTER-SC,0.01877848678213309,85.0,0.3515041020966272,0.9732,0.24324324324324326,0.7567567567567568
UNION-SC,0.09914529914529914,74.0,0.44871794871794873,0.8678,0.1,0.9
WILLIAMSBURG-SC,0.05055401662049862,83.0,0.2756232686980609,0.9704,0.25,0.75
YORK-SC,0.0313928888282263,88.48,0.5268545690302328,0.3662,0.13333333333333333,0.8666666666666667
BARBOUR-WV,0.033928571428571426,92.5,0.5071428571428571,0.6513,0.1,0.9
BERKELEY-WV,0.06761421319796955,89.0,0.496243654822335,0.4433,0.10526315789473684,0.8947368421052632
BOONE-WV,0.1158371040723982,86.0,0.31040723981900453,0.7041,0.125,0.875
BRAXTON-WV,0.021487603305785124,87.5,0.23305785123966943,0.6646,0.2,0.8
CABELL-WV,0.06555423122765197,82.0,0.4511323003575685,0.6245,0.14705882352941177,0.8529411764705882
CLAY-WV,0.029723991507430998,82.5,0.18259023354564755,0.6885,0.14285714285714285,0.8571428571428571
FAYETTE-WV,0.011156186612576065,83.0,0.34279918864097364,0.764,0.20833333333333334,0.7916666666666666
GILMER-WV,0.0,87.5,0.3589001447178003,0.7564,0.25,0.75
GRANT-WV,0.0,92.5,0.5592885375494071,0.3675,0.375,0.625
GREENBRIER-WV,0.020626432391138275,87.0,0.413292589763178,0.5557,0.15789473684210525,0.8421052631578947
HAMPSHIRE-WV,0.014042126379137413,77.0,0.4172517552657974,0.6433,0.06666666666666667,0.9333333333333333
HANCOCK-WV,0.0946938775510204,88.0,0.396734693877551,0.4051,0.2727272727272727,0.7272727272727273
HARRISON-WV,0.05622214604045252,86.0,0.5783339046966061,0.4089,0.2,0.8
JEFFERSON-WV,0.02260072060268588,91.0,0.503439240091713,0.2255,0.15789473684210525,0.8421052631578947
KANAWHA-WV,0.06769154475576494,80.0,0.3851971237292338,0.5656,0.11392405063291139,0.8860759493670886
LEWIS-WV,0.0,77.5,0.39875,0.6761,0.14285714285714285,0.8571428571428571
LOGAN-WV,0.030800821355236138,85.0,0.19233401779603013,0.7471,0.05263157894736842,0.9473684210526315
MARION-WV,0.037290455011974,91.0,0.46459117345193296,0.4939,0.08,0.92
MARSHALL-WV,0.006374501992031873,88.0,0.4151394422310757,0.2153,0.06666666666666667,0.9333333333333333
MASON-WV,0.024451939291736932,89.0,0.2622259696458685,0.5497,0.14285714285714285,0.8571428571428571
MERCER-WV,0.005442176870748299,83.0,0.41768707482993195,0.8089,0.03333333333333333,0.9666666666666667
MINGO-WV,0.06629834254143646,90.0,0.19889502762430938,0.785,0.15384615384615385,0.8461538461538461
MONONGALIA-WV,0.005168935955622794,85.0,0.6066565809379728,0.4111,0.2962962962962963,0.7037037037037037
MONROE-WV,0.0,87.5,0.4855595667870036,0.4662,0.16666666666666666,0.8333333333333334
NICHOLAS-WV,0.0,91.0,0.42706333973128596,0.5411,0.17647058823529413,0.8235294117647058
OHIO-WV,0.044374009508716325,95.0,0.5748811410459588,0.3108,0.36363636363636365,0.6363636363636364
POCAHONTAS-WV,0.05277777777777778,82.5,0.3111111111111111,0.4971,0.16666666666666666,0.8333333333333334
PUTNAM-WV,0.01898960945897528,91.0,0.38516660695091365,0.0408,0.08,0.92
RALEIGH-WV,0.06128830519074421,83.0,0.5100062539086929,0.7685,0.16666666666666666,0.8333333333333334
RANDOLPH-WV,0.046620046620046623,84.0,0.3667443667443667,0.5806,0.21739130434782608,0.782608695652174
RITCHIE-WV,0.010723860589812333,92.5,0.2359249329758713,0.364,0.14285714285714285,0.8571428571428571
SUMMERS-WV,0.03938730853391685,77.5,0.4288840262582057,0.829,0.16666666666666666,0.8333333333333334
WOOD-WV,0.04877425944841675,88.0,0.39504596527068436,0.3723,0.1388888888888889,0.8611111111111112
BIG HORN-MT,0.10114942528735632,65.46,0.267816091954023,0.8274,0.1111111111111111,0.8888888888888888
CASCADE-MT,0.04728950403690888,85.52,0.5945790080738178,0.4102,0.14,0.86
CUSTER-MT,0.0896,92.5,0.7184,0.2901,0.13333333333333333,0.8666666666666667
DAWSON-MT,0.0166270783847981,86.68,0.7458432304038005,0.0752,0.09090909090909091,0.9090909090909091
FERGUS-MT,0.01282051282051282,87.89,0.7414529914529915,0.2376,0.07692307692307693,0.9230769230769231
FLATHEAD-MT,0.059736898857019625,86.91,0.6872978218675868,0.0924,0.22413793103448276,0.7758620689655172
GALLATIN-MT,0.031113124905603383,87.43,0.7648391481649298,0.0427,0.21052631578947367,0.7894736842105263
GLACIER-MT,0.05747126436781609,68.84,0.2545155993431856,0.8583,0.09523809523809523,0.9047619047619048
HILL-MT,0.0,66.18,0.61198738170347,0.6984,0.05263157894736842,0.9473684210526315
LAKE-MT,0.1735769501054111,88.24,0.7182009838369642,0.6468,0.2222222222222222,0.7777777777777778
LEWIS AND CLARK-MT,0.13756281407035176,85.01,0.6416457286432161,0.1258,0.18181818181818182,0.8181818181818182
LINCOLN-MT,0.0611353711790393,89.61,0.46142649199417757,0.4194,0.2631578947368421,0.7368421052631579
MISSOULA-MT,0.014752675730402082,89.79,0.6861440555394851,0.178,0.22641509433962265,0.7735849056603774
PARK-MT,0.12939001848428835,91.96,0.6765249537892791,0.0688,0.1111111111111111,0.8888888888888888
RAVALLI-MT,0.12538540596094552,90.54,0.6012332990750257,0.186,0.12,0.88
RICHLAND-MT,0.002728512960436562,82.66,0.694406548431105,0.2121,0.058823529411764705,0.9411764705882353
SILVER BOW-MT,0.09079445145018916,83.0,0.6128625472887768,0.5258,0.2,0.8
VALLEY-MT,0.0,88.03,0.7063953488372093,0.1162,0.058823529411764705,0.9411764705882353
YELLOWSTONE-MT,0.11038001879951659,83.62,0.6186383778702833,0.2497,0.1506849315068493,0.8493150684931506
BOX ELDER-UT,0.04375,88.0,0.6556547619047619,0.1592,0.07407407407407407,0.9259259259259259
CACHE-UT,0.05136737028179266,89.98,0.6576895081626287,0.3201,0.041666666666666664,0.9583333333333334
DAVIS-UT,0.05556576891258388,91.82,0.6928945675153967,0.0796,0.07627118644067797,0.923728813559322
DUCHESNE-UT,0.096137339055794,85.0,0.40171673819742487,0.4822,0.07142857142857142,0.9285714285714286
GARFIELD-UT,0.03592814371257485,77.5,0.9041916167664671,0.4592,0.1,0.9
GRAND-UT,0.04912280701754386,87.5,0.7824561403508772,0.5213,0.16666666666666666,0.8333333333333334
IRON-UT,0.06713018460800767,88.41,0.5782785902661233,0.4525,0.09523809523809523,0.9047619047619048
MILLARD-UT,0.13032581453634084,87.0,0.8095238095238095,0.3554,0.09090909090909091,0.9090909090909091
SALT LAKE-UT,0.06983763861087282,78.76,0.5932863088996918,0.3229,0.14594594594594595,0.8540540540540541
SAN JUAN-UT,0.009514747859181731,84.0,0.34157944814462415,0.9752,0.13333333333333333,0.8666666666666667
SANPETE-UT,0.030927835051546393,86.12,0.617820324005891,0.6019,0.058823529411764705,0.9411764705882353
SEVIER-UT,0.1571072319201995,81.0,0.6317539484621779,0.3261,0.11764705882352941,0.8823529411764706
SUMMIT-UT,0.10419161676646707,93.45,0.7013972055888223,0.05,0.1111111111111111,0.8888888888888888
TOOELE-UT,0.10281543274244004,92.0,0.5036496350364964,0.3143,0.0625,0.9375
UINTAH-UT,0.08424041646947468,79.94,0.5660198769522007,0.4838,0.058823529411764705,0.9411764705882353
UTAH-UT,0.029632447741635492,88.22,0.6856466510261451,0.278,0.07804878048780488,0.9219512195121952
WASATCH-UT,0.08454227113556778,92.0,0.6863431715857929,0.0643,0.08333333333333333,0.9166666666666666
WASHINGTON-UT,0.06130818125897068,88.92,0.5886815665368054,0.4143,0.12307692307692308,0.8769230769230769
WEBER-UT,0.0698157838147803,79.83,0.6347215253386854,0.4271,0.1276595744680851,0.8723404255319149
AUTAUGA-AL,0.03714661406969099,90.0,0.3980933596318212,0.4354,0.2857142857142857,0.7142857142857143
BALDWIN-AL,0.0611230259309807,85.0,0.5055566387209982,0.2162,0.16363636363636364,0.8363636363636363
BARBOUR-AL,0.03710575139146568,86.17,0.22541743970315398,0.9959,0.18181818181818182,0.8181818181818182
BIBB-AL,0.11072362685265912,85.0,0.33740191804707936,0.6003,0.1,0.9
BLOUNT-AL,0.04623901009443178,91.21,0.31064799739498533,0.4242,0.09090909090909091,0.9090909090909091
BULLOCK-AL,0.11010215664018161,87.5,0.2292849035187287,0.8898,0.2,0.8
BUTLER-AL,0.2635838150289017,83.0,0.3872832369942196,0.8653,0.125,0.875
CALHOUN-AL,0.05826771653543307,92.16,0.4184251968503937,0.8252,0.13636363636363635,0.8636363636363636
CHAMBERS-AL,0.12518195050946143,85.0,0.425764192139738,0.7382,0.2222222222222222,0.7777777777777778
CHILTON-AL,0.0033349213911386373,86.0,0.33063363506431637,0.7602,0.06666666666666667,0.9333333333333333
CHOCTAW-AL,0.0,87.5,0.43373493975903615,0.8748,0.3333333333333333,0.6666666666666666
CLARKE-AL,0.1146067415730337,92.86,0.2194756554307116,0.8471,0.09090909090909091,0.9090909090909091
CLAY-AL,0.07174231332357248,92.5,0.26207906295754024,0.564,0.3333333333333333,0.6666666666666666
COFFEE-AL,0.03555906756222837,96.23,0.3646779928881865,0.5408,0.1111111111111111,0.8888888888888888
CONECUH-AL,0.005772005772005772,82.5,0.30735930735930733,0.8086,0.1111111111111111,0.8888888888888888
CRENSHAW-AL,0.018121911037891267,92.5,0.30971993410214166,0.6873,0.2,0.8
CULLMAN-AL,0.10595065312046444,90.86,0.4230769230769231,0.5182,0.125,0.875
DALE-AL,0.06152549515381374,90.44,0.3333333333333333,0.7599,0.058823529411764705,0.9411764705882353
DALLAS-AL,0.054588235294117646,90.08,0.2447058823529412,0.949,0.1111111111111111,0.8888888888888888
DEKALB-AL,0.06966580976863754,91.78,0.412853470437018,0.8022,0.09090909090909091,0.9090909090909091
ELMORE-AL,0.041888804265041886,90.38,0.4521452145214521,0.5401,0.21739130434782608,0.782608695652174
ESCAMBIA-AL,0.1263326226012793,84.13,0.21961620469083157,0.8557,0.15789473684210525,0.8421052631578947
ETOWAH-AL,0.04861407249466951,84.07,0.43624733475479743,0.6564,0.10869565217391304,0.8913043478260869
GREENE-AL,0.0,87.5,0.1509433962264151,0.9854,0.16666666666666666,0.8333333333333334
HALE-AL,0.14883720930232558,86.0,0.44069767441860463,0.9599,0.125,0.875
HENRY-AL,0.08308308308308308,92.5,0.3353353353353353,0.5519,0.14285714285714285,0.8571428571428571
HOUSTON-AL,0.03867962737950587,92.9,0.3782908059943297,0.6838,0.1388888888888889,0.8611111111111112
JACKSON-AL,0.04772141014617369,91.51,0.38091143594153054,0.5726,0.07407407407407407,0.9259259259259259
JEFFERSON-AL,0.050816479400749064,88.99,0.4250486891385768,0.6621,0.2311111111111111,0.7688888888888888
LAUDERDALE-AL,0.019570707070707072,95.12,0.5105218855218855,0.4468,0.17391304347826086,0.8260869565217391
LAWRENCE-AL,0.013986013986013986,92.0,0.4214876033057851,0.4952,0.0625,0.9375
LEE-AL,0.04755870924142592,89.67,0.4856394661260348,0.6602,0.1590909090909091,0.8409090909090909
LIMESTONE-AL,0.05275134464211833,93.28,0.34402151427389327,0.5296,0.10344827586206896,0.896551724137931
LOWNDES-AL,0.10377358490566038,82.5,0.4221698113207547,0.9188,0.1111111111111111,0.8888888888888888
MACON-AL,0.0801223241590214,89.0,0.4941896024464832,0.8971,0.125,0.875
MADISON-AL,0.02626878217925817,91.76,0.4709467269097405,0.3076,0.23809523809523808,0.7619047619047619
MARENGO-AL,0.012909632571996028,97.08,0.29493545183714004,0.7621,0.16666666666666666,0.8333333333333334
MOBILE-AL,0.05978081934057664,86.44,0.33051126475706694,0.7532,0.26277372262773724,0.7372262773722628
MONROE-AL,0.05830670926517572,86.0,0.3003194888178914,0.7481,0.1,0.9
MONTGOMERY-AL,0.05308641975308642,79.0,0.43176954732510286,0.8427,0.25316455696202533,0.7468354430379747
MORGAN-AL,0.05875088214537756,91.21,0.45677487649964715,0.6895,0.08163265306122448,0.9183673469387755
PERRY-AL,9.208103130755065E-4,97.5,0.5202578268876611,0.9949,0.3333333333333333,0.6666666666666666
PICKENS-AL,0.09751243781094528,90.0,0.23980099502487562,0.9207,0.1111111111111111,0.8888888888888888
PIKE-AL,0.023541114058355437,87.5,0.41346153846153844,0.9016,0.15384615384615385,0.8461538461538461
RANDOLPH-AL,0.021660649819494584,94.65,0.3492779783393502,0.7191,0.07692307692307693,0.9230769230769231
RUSSELL-AL,0.11141516810007819,83.77,0.3275996872556685,0.9115,0.1,0.9
ST. CLAIR-AL,0.07440398218496201,90.11,0.457689284778622,0.3656,0.12903225806451613,0.8709677419354839
SHELBY-AL,0.027110236893868125,95.46,0.502266313178825,0.1169,0.22033898305084745,0.7796610169491526
TALLADEGA-AL,0.06312375249500998,93.44,0.3992015968063872,0.8736,0.06451612903225806,0.9354838709677419
TALLAPOOSA-AL,0.183547313361864,86.5,0.5092724679029957,0.8863,0.08333333333333333,0.9166666666666666
TUSCALOOSA-AL,0.014267729752412925,84.72,0.5611773874467958,0.6255,0.12121212121212122,0.8787878787878788
WALKER-AL,0.031217838765008575,90.63,0.45866209262435675,0.7452,0.038461538461538464,0.9615384615384616
WILCOX-AL,0.018808777429467086,87.5,0.26802507836990597,0.928,0.14285714285714285,0.8571428571428571
ANDERSON-TN,0.05867742936976095,94.31,0.40080720273207077,0.6064,0.13333333333333333,0.8666666666666667
BEDFORD-TN,0.03282374100719424,93.0,0.4069244604316547,0.7758,0.125,0.875
BENTON-TN,0.15973377703826955,92.5,0.4259567387687188,0.7029,0.14285714285714285,0.8571428571428571
BLEDSOE-TN,0.0,82.5,0.4081196581196581,0.8159,0.16666666666666666,0.8333333333333334
BLOUNT-TN,0.021778860798050564,91.99,0.535181236673774,0.2452,0.18421052631578946,0.8157894736842105
BRADLEY-TN,0.07015554115359689,90.13,0.5868438107582631,0.6914,0.1875,0.8125
CAMPBELL-TN,0.06580645161290323,88.0,0.4632258064516129,0.7338,0.07692307692307693,0.9230769230769231
CARTER-TN,0.017761989342806393,87.0,0.44316163410301956,0.6153,0.047619047619047616,0.9523809523809523
CHEATHAM-TN,0.026517083120856707,90.0,0.5400305966343703,0.2369,0.13333333333333333,0.8666666666666667
CHESTER-TN,0.04631578947368421,92.5,0.20210526315789473,0.6436,0.14285714285714285,0.8571428571428571
CLAIBORNE-TN,0.03534031413612566,90.0,0.506544502617801,0.7102,0.25,0.75
COCKE-TN,0.05224339274738783,90.0,0.44499078057775043,0.6857,0.07692307692307693,0.9230769230769231
COFFEE-TN,0.04343220338983051,85.73,0.495409604519774,0.4914,0.05263157894736842,0.9473684210526315
CROCKETT-TN,0.06258148631029987,97.0,0.3924380704041721,0.7812,0.125,0.875
CUMBERLAND-TN,0.0997742663656885,92.0,0.44469525959367945,0.5373,0.2,0.8
