,NAME,State,B23027_002E,B23027_003E,County
17,Cumberland County,Tennessee,2215,985,Cumberland 
18,Davidson County,Tennessee,32170,18631,Davidson 
19,Decatur County,Tennessee,481,100,Decatur 
20,DeKalb County,Tennessee,765,230,DeKalb 
21,Dickson County,Tennessee,2461,1185,Dickson 
22,Dyer County,Tennessee,1793,1082,Dyer 
23,Fayette County,Tennessee,1773,642,Fayette 
24,Fentress County,Tennessee,922,444,Fentress 
25,Franklin County,Tennessee,2565,1318,Franklin 
26,Gibson County,Tennessee,2493,1057,Gibson 
27,Giles County,Tennessee,1636,752,Giles 
28,Grainger County,Tennessee,1204,607,Grainger 
29,Greene County,Tennessee,3261,1695,Greene 
30,Grundy County,Tennessee,685,225,Grundy 
31,Hamblen County,Tennessee,3197,1562,Hamblen 
32,Hamilton County,Tennessee,17885,9186,Hamilton 
33,Hancock County,Tennessee,257,90,Hancock 
34,Hardeman County,Tennessee,1103,359,Hardeman 
35,Hardin County,Tennessee,1024,248,Hardin 
36,Hawkins County,Tennessee,2639,1140,Hawkins 
37,Haywood County,Tennessee,917,403,Haywood 
38,Henderson County,Tennessee,1265,479,Henderson 
39,Henry County,Tennessee,1415,541,Henry 
40,Hickman County,Tennessee,1301,472,Hickman 
41,Houston County,Tennessee,544,362,Houston 
42,Humphreys County,Tennessee,995,503,Humphreys 
43,Jackson County,Tennessee,512,222,Jackson 
44,Jefferson County,Tennessee,2929,1773,Jefferson 
45,Johnson County,Tennessee,640,194,Johnson 
46,Knox County,Tennessee,24858,13372,Knox 
47,Lake County,Tennessee,282,107,Lake 
48,Lauderdale County,Tennessee,1221,384,Lauderdale 
49,Lawrence County,Tennessee,2186,900,Lawrence 
50,Lewis County,Tennessee,628,332,Lewis 
51,Lincoln County,Tennessee,1632,694,Lincoln 
52,Loudon County,Tennessee,2234,981,Loudon 
53,McMinn County,Tennessee,2771,1358,McMinn 
54,McNairy County,Tennessee,1273,388,McNairy 
55,Macon County,Tennessee,1067,531,Macon 
56,Madison County,Tennessee,5837,2638,Madison 
57,Marion County,Tennessee,1352,691,Marion 
58,Marshall County,Tennessee,1808,716,Marshall 
59,Maury County,Tennessee,4330,2119,Maury 
60,Meigs County,Tennessee,517,351,Meigs 
61,Monroe County,Tennessee,2218,983,Monroe 
62,Montgomery County,Tennessee,10563,4978,Montgomery 
63,Moore County,Tennessee,267,96,Moore 
64,Morgan County,Tennessee,968,426,Morgan 
65,Obion County,Tennessee,1449,535,Obion 
66,Overton County,Tennessee,992,411,Overton 
67,Perry County,Tennessee,368,116,Perry 
68,Pickett County,Tennessee,157,103,Pickett 
69,Polk County,Tennessee,673,300,Polk 
70,Putnam County,Tennessee,4579,1564,Putnam 
71,Rhea County,Tennessee,1786,1139,Rhea 
72,Roane County,Tennessee,2695,1149,Roane 
73,Robertson County,Tennessee,3571,1759,Robertson 
74,Rutherford County,Tennessee,18704,9809,Rutherford 
75,Scott County,Tennessee,1198,535,Scott 
76,Sequatchie County,Tennessee,820,424,Sequatchie 
77,Sevier County,Tennessee,4573,2985,Sevier 
78,Shelby County,Tennessee,49179,18526,Shelby 
79,Smith County,Tennessee,986,364,Smith 
80,Stewart County,Tennessee,707,341,Stewart 
81,Sullivan County,Tennessee,6901,3506,Sullivan 
82,Sumner County,Tennessee,9305,5536,Sumner 
83,Tipton County,Tennessee,3654,906,Tipton 
84,Trousdale County,Tennessee,623,386,Trousdale 
85,Unicoi County,Tennessee,762,327,Unicoi 
86,Union County,Tennessee,951,481,Union 
87,Van Buren County,Tennessee,274,123,Van Buren 
88,Warren County,Tennessee,2120,1148,Warren 
89,Washington County,Tennessee,6969,3733,Washington 
90,Wayne County,Tennessee,567,309,Wayne 
91,Weakley County,Tennessee,2343,1231,Weakley 
92,White County,Tennessee,1163,425,White 
93,Williamson County,Tennessee,13817,7725,Williamson 
94,Wilson County,Tennessee,7030,3956,Wilson 
0,Anderson County,Texas,2316,743,Anderson 
1,Andrews County,Texas,1141,542,Andrews 
2,Angelina County,Texas,4580,1827,Angelina 
3,Aransas County,Texas,1315,618,Aransas 
4,Archer County,Texas,466,172,Archer 
5,Armstrong County,Texas,80,47,Armstrong 
6,Atascosa County,Texas,2969,994,Atascosa 
7,Austin County,Texas,1439,665,Austin 
8,Bailey County,Texas,379,119,Bailey 
9,Bandera County,Texas,798,322,Bandera 
10,Bastrop County,Texas,4506,1805,Bastrop 
11,Baylor County,Texas,117,73,Baylor 
12,Bee County,Texas,1741,483,Bee 
13,Bell County,Texas,19979,8819,Bell 
14,Bexar County,Texas,114699,49582,Bexar 
15,Blanco County,Texas,519,318,Blanco 
16,Borden County,Texas,23,12,Borden 
17,Bosque County,Texas,920,354,Bosque 
18,Bowie County,Texas,4425,1432,Bowie 
19,Brazoria County,Texas,20037,6531,Brazoria 
20,Brazos County,Texas,20066,9863,Brazos 
21,Brewster County,Texas,344,194,Brewster 
22,Briscoe County,Texas,52,3,Briscoe 
23,Brooks County,Texas,253,37,Brooks 
24,Brown County,Texas,2343,1137,Brown 
25,Burleson County,Texas,923,374,Burleson 
26,Burnet County,Texas,2673,1732,Burnet 
27,Caldwell County,Texas,2916,1231,Caldwell 
28,Calhoun County,Texas,1422,655,Calhoun 
29,Callahan County,Texas,747,226,Callahan 
30,Cameron County,Texas,28937,5410,Cameron 
31,Camp County,Texas,555,225,Camp 
32,Carson County,Texas,403,141,Carson 
33,Cass County,Texas,1540,404,Cass 
34,Castro County,Texas,589,242,Castro 
35,Chambers County,Texas,2389,1110,Chambers 
36,Cherokee County,Texas,2946,1422,Cherokee 
37,Childress County,Texas,216,94,Childress 
38,Clay County,Texas,435,179,Clay 
39,Cochran County,Texas,187,87,Cochran 
40,Coke County,Texas,118,30,Coke 
41,Coleman County,Texas,427,128,Coleman 
42,Collin County,Texas,54962,23967,Collin 
43,Collingsworth County,Texas,160,105,Collingsworth 
44,Colorado County,Texas,1511,681,Colorado 
45,Comal County,Texas,7499,3488,Comal 
46,Comanche County,Texas,637,275,Comanche 
47,Concho County,Texas,89,9,Concho 
48,Cooke County,Texas,2054,1199,Cooke 
49,Coryell County,Texas,3570,1750,Coryell 
50,Cottle County,Texas,115,48,Cottle 
51,Crane County,Texas,390,183,Crane 
52,Crockett County,Texas,162,45,Crockett 
53,Crosby County,Texas,386,216,Crosby 
54,Culberson County,Texas,92,74,Culberson 
55,Dallam County,Texas,392,268,Dallam 
56,Dallas County,Texas,141442,55150,Dallas 
57,Dawson County,Texas,719,432,Dawson 
58,Deaf Smith County,Texas,1140,585,Deaf Smith 
59,Delta County,Texas,465,183,Delta 
60,Denton County,Texas,49211,25468,Denton 
61,DeWitt County,Texas,927,238,DeWitt 
62,Dickens County,Texas,115,80,Dickens 
63,Dimmit County,Texas,810,456,Dimmit 
64,Donley County,Texas,265,140,Donley 
65,Duval County,Texas,688,256,Duval 
66,Eastland County,Texas,1181,759,Eastland 
67,Ector County,Texas,9540,4512,Ector 
68,Edwards County,Texas,120,110,Edwards 
69,Ellis County,Texas,10365,5289,Ellis 
70,El Paso County,Texas,51026,16191,El Paso 
71,Erath County,Texas,4066,2428,Erath 
72,Falls County,Texas,812,207,Falls 
73,Fannin County,Texas,1680,732,Fannin 
74,Fayette County,Texas,1006,557,Fayette 
75,Fisher County,Texas,108,42,Fisher 
76,Floyd County,Texas,253,76,Floyd 
77,Foard County,Texas,89,53,Foard 
78,Fort Bend County,Texas,44238,15877,Fort Bend 
79,Franklin County,Texas,598,323,Franklin 
80,Freestone County,Texas,973,191,Freestone 
81,Frio County,Texas,1693,547,Frio 
82,Gaines County,Texas,1426,907,Gaines 
83,Galveston County,Texas,18415,8508,Galveston 
84,Garza County,Texas,329,149,Garza 
85,Gillespie County,Texas,1357,859,Gillespie 
86,Glasscock County,Texas,198,74,Glasscock 
87,Goliad County,Texas,222,99,Goliad 
88,Gonzales County,Texas,1019,412,Gonzales 
89,Gray County,Texas,1040,539,Gray 
90,Grayson County,Texas,6838,3321,Grayson 
91,Gregg County,Texas,6758,3292,Gregg 
92,Grimes County,Texas,1474,883,Grimes 
93,Guadalupe County,Texas,8844,3764,Guadalupe 
94,Hale County,Texas,2040,936,Hale 
95,Hall County,Texas,190,113,Hall 
96,Hamilton County,Texas,636,253,Hamilton 
97,Hansford County,Texas,288,66,Hansford 
98,Hardeman County,Texas,141,75,Hardeman 
99,Hardin County,Texas,2920,997,Hardin 
100,Harris County,Texas,253685,89021,Harris 
101,Harrison County,Texas,3774,1496,Harrison 
102,Hartley County,Texas,129,45,Hartley 
103,Haskell County,Texas,409,121,Haskell 
104,Hays County,Texas,15327,8087,Hays 
105,Hemphill County,Texas,249,95,Hemphill 
106,Henderson County,Texas,3963,1198,Henderson 
107,Hidalgo County,Texas,59782,14736,Hidalgo 
108,Hill County,Texas,2046,943,Hill 
109,Hockley County,Texas,1526,983,Hockley 
110,Hood County,Texas,2593,1256,Hood 
111,Hopkins County,Texas,1758,900,Hopkins 
112,Houston County,Texas,1017,220,Houston 
113,Howard County,Texas,2184,1149,Howard 
114,Hudspeth County,Texas,243,23,Hudspeth 
115,Hunt County,Texas,5880,2601,Hunt 
116,Hutchinson County,Texas,1454,898,Hutchinson 
117,Irion County,Texas,102,29,Irion 
118,Jack County,Texas,627,304,Jack 
119,Jackson County,Texas,781,280,Jackson 
120,Jasper County,Texas,1985,572,Jasper 
121,Jeff Davis County,Texas,61,15,Jeff Davis 
122,Jefferson County,Texas,12766,5004,Jefferson 
123,Jim Hogg County,Texas,368,136,Jim Hogg 
124,Jim Wells County,Texas,2062,401,Jim Wells 
125,Johnson County,Texas,9754,3576,Johnson 
126,Jones County,Texas,732,355,Jones 
127,Karnes County,Texas,849,340,Karnes 
128,Kaufman County,Texas,7321,3537,Kaufman 
129,Kendall County,Texas,2380,1293,Kendall 
130,Kenedy County,Texas,0,0,Kenedy 
131,Kent County,Texas,35,7,Kent 
132,Kerr County,Texas,2371,1076,Kerr 
133,Kimble County,Texas,255,186,Kimble 
134,King County,Texas,3,0,King 
135,Kinney County,Texas,54,0,Kinney 
136,Kleberg County,Texas,2469,694,Kleberg 
137,Knox County,Texas,194,70,Knox 
138,Lamar County,Texas,2436,991,Lamar 
139,Lamb County,Texas,690,293,Lamb 
140,Lampasas County,Texas,1129,737,Lampasas 
141,La Salle County,Texas,404,79,La Salle 
142,Lavaca County,Texas,1003,556,Lavaca 
143,Lee County,Texas,1028,475,Lee 
144,Leon County,Texas,742,194,Leon 
145,Liberty County,Texas,4485,1640,Liberty 
146,Limestone County,Texas,1105,457,Limestone 
147,Lipscomb County,Texas,218,114,Lipscomb 
148,Live Oak County,Texas,686,415,Live Oak 
149,Llano County,Texas,772,461,Llano 
150,Loving County,Texas,0,0,Loving 
151,Lubbock County,Texas,22117,11948,Lubbock 
152,Lynn County,Texas,290,134,Lynn 
153,McCulloch County,Texas,278,114,McCulloch 
154,McLennan County,Texas,17252,8364,McLennan 
155,McMullen County,Texas,9,9,McMullen 
156,Madison County,Texas,571,188,Madison 
157,Marion County,Texas,366,132,Marion 
158,Martin County,Texas,391,186,Martin 
159,Mason County,Texas,287,165,Mason 
160,Matagorda County,Texas,2008,719,Matagorda 
161,Maverick County,Texas,4199,1388,Maverick 
162,Medina County,Texas,3180,1608,Medina 
163,Menard County,Texas,81,43,Menard 
164,Midland County,Texas,8649,4520,Midland 
165,Milam County,Texas,1262,540,Milam 
166,Mills County,Texas,297,156,Mills 
167,Mitchell County,Texas,506,177,Mitchell 
168,Montague County,Texas,717,253,Montague 
169,Montgomery County,Texas,33081,13966,Montgomery 
170,Moore County,Texas,1148,450,Moore 
171,Morris County,Texas,583,190,Morris 
172,Motley County,Texas,54,36,Motley 
173,Nacogdoches County,Texas,5501,2572,Nacogdoches 
174,Navarro County,Texas,2843,1228,Navarro 
175,Newton County,Texas,965,159,Newton 
176,Nolan County,Texas,1122,447,Nolan 
177,Nueces County,Texas,20532,6737,Nueces 
178,Ochiltree County,Texas,674,283,Ochiltree 
179,Oldham County,Texas,161,29,Oldham 
180,Orange County,Texas,4355,1413,Orange 
181,Palo Pinto County,Texas,1409,592,Palo Pinto 
182,Panola County,Texas,1165,432,Panola 
183,Parker County,Texas,7288,3117,Parker 
184,Parmer County,Texas,544,305,Parmer 
185,Pecos County,Texas,752,181,Pecos 
186,Polk County,Texas,2318,1275,Polk 
187,Potter County,Texas,6296,2581,Potter 
188,Presidio County,Texas,655,393,Presidio 
189,Rains County,Texas,488,146,Rains 
190,Randall County,Texas,7863,4540,Randall 
191,Reagan County,Texas,155,72,Reagan 
192,Real County,Texas,266,145,Real 
193,Red River County,Texas,624,339,Red River 
194,Reeves County,Texas,1113,352,Reeves 
195,Refugio County,Texas,356,179,Refugio 
196,Roberts County,Texas,53,28,Roberts 
197,Robertson County,Texas,718,263,Robertson 
198,Rockwall County,Texas,5979,2869,Rockwall 
199,Runnels County,Texas,439,123,Runnels 
200,Rusk County,Texas,2755,1257,Rusk 
201,Sabine County,Texas,575,288,Sabine 
202,San Augustine County,Texas,410,143,San Augustine 
203,San Jacinto County,Texas,1017,368,San Jacinto 
204,San Patricio County,Texas,3799,1057,San Patricio 
205,San Saba County,Texas,310,208,San Saba 
206,Schleicher County,Texas,147,49,Schleicher 
207,Scurry County,Texas,1095,460,Scurry 
208,Shackelford County,Texas,207,103,Shackelford 
209,Shelby County,Texas,1537,633,Shelby 
210,Sherman County,Texas,156,67,Sherman 
211,Smith County,Texas,12830,5596,Smith 
212,Somervell County,Texas,265,42,Somervell 
213,Starr County,Texas,4553,1072,Starr 
214,Stephens County,Texas,513,166,Stephens 
215,Sterling County,Texas,82,4,Sterling 
216,Stonewall County,Texas,110,93,Stonewall 
217,Sutton County,Texas,143,53,Sutton 
218,Swisher County,Texas,356,147,Swisher 
219,Tarrant County,Texas,120025,51424,Tarrant 
220,Taylor County,Texas,8422,4848,Taylor 
221,Terrell County,Texas,23,0,Terrell 
222,Terry County,Texas,760,314,Terry 
223,Throckmorton County,Texas,99,28,Throckmorton 
224,Titus County,Texas,1964,608,Titus 
225,Tom Green County,Texas,7557,3949,Tom Green 
226,Travis County,Texas,61459,28433,Travis 
227,Trinity County,Texas,658,294,Trinity 
228,Tyler County,Texas,955,388,Tyler 
229,Upshur County,Texas,2206,613,Upshur 
230,Upton County,Texas,222,34,Upton 
231,Uvalde County,Texas,2071,1016,Uvalde 
232,Val Verde County,Texas,2949,1222,Val Verde 
233,Van Zandt County,Texas,2851,1243,Van Zandt 
234,Victoria County,Texas,4821,1802,Victoria 
235,Walker County,Texas,5676,1282,Walker 
236,Waller County,Texas,5059,2459,Waller 
237,Ward County,Texas,577,172,Ward 
238,Washington County,Texas,2933,1444,Washington 
239,Webb County,Texas,19169,5137,Webb 
240,Wharton County,Texas,2408,878,Wharton 
241,Wheeler County,Texas,279,139,Wheeler 
242,Wichita County,Texas,8955,6063,Wichita 
243,Wilbarger County,Texas,744,431,Wilbarger 
244,Willacy County,Texas,1305,417,Willacy 
245,Williamson County,Texas,29269,14395,Williamson 
246,Wilson County,Texas,2822,1000,Wilson 
247,Winkler County,Texas,817,284,Winkler 
248,Wise County,Texas,4025,1652,Wise 
249,Wood County,Texas,2008,878,Wood 
250,Yoakum County,Texas,468,145,Yoakum 
251,Young County,Texas,836,469,Young 
252,Zapata County,Texas,819,122,Zapata 
253,Zavala County,Texas,825,197,Zavala 
0,Beaver County,Utah,501,323,Beaver 
1,Box Elder County,Utah,3360,2203,Box Elder 
2,Cache County,Utah,9617,6325,Cache 
3,Carbon County,Utah,1266,800,Carbon 
4,Daggett County,Utah,26,22,Daggett 
5,Davis County,Utah,21758,15076,Davis 
6,Duchesne County,Utah,1165,468,Duchesne 
7,Emery County,Utah,579,261,Emery 
8,Garfield County,Utah,334,302,Garfield 
9,Grand County,Utah,285,223,Grand 
10,Iron County,Utah,4171,2412,Iron 
11,Juab County,Utah,781,503,Juab 
12,Kane County,Utah,313,248,Kane 
13,Millard County,Utah,798,646,Millard 
14,Morgan County,Utah,739,463,Morgan 
15,Piute County,Utah,156,104,Piute 
16,Rich County,Utah,174,61,Rich 
17,Salt Lake County,Utah,62946,37345,Salt Lake 
18,San Juan County,Utah,1051,359,San Juan 
19,Sanpete County,Utah,2716,1678,Sanpete 
20,Sevier County,Utah,1203,760,Sevier 
21,Summit County,Utah,2505,1757,Summit 
22,Tooele County,Utah,4795,2415,Tooele 
23,Uintah County,Utah,2113,1196,Uintah 
24,Utah County,Utah,47313,32440,Utah 
25,Wasatch County,Utah,1999,1372,Wasatch 
26,Washington County,Utah,9754,5742,Washington 
27,Wayne County,Utah,186,103,Wayne 
28,Weber County,Utah,13951,8855,Weber 
0,Addison County,Vermont,2612,2099,Addison 
1,Bennington County,Vermont,1679,1124,Bennington 
2,Caledonia County,Vermont,1644,1049,Caledonia 
3,Chittenden County,Vermont,11863,8789,Chittenden 
4,Essex County,Vermont,214,97,Essex 
5,Franklin County,Vermont,2555,1607,Franklin 
6,Grand Isle County,Vermont,310,225,Grand Isle 
7,Lamoille County,Vermont,1317,997,Lamoille 
8,Orange County,Vermont,1442,957,Orange 
9,Orleans County,Vermont,1169,764,Orleans 
10,Rutland County,Vermont,3152,1880,Rutland 
11,Washington County,Vermont,3185,2138,Washington 
12,Windham County,Vermont,1974,1179,Windham 
13,Windsor County,Vermont,2168,1299,Windsor 
0,Accomack County,Virginia,1379,528,Accomack 
1,Albemarle County,Virginia,8563,5463,Albemarle 
2,Alleghany County,Virginia,652,150,Alleghany 
3,Amelia County,Virginia,752,401,Amelia 
4,Amherst County,Virginia,1531,716,Amherst 
5,Appomattox County,Virginia,837,314,Appomattox 
6,Arlington County,Virginia,7127,3375,Arlington 
7,Augusta County,Virginia,3307,1731,Augusta 
8,Bath County,Virginia,59,15,Bath 
9,Bedford County,Virginia,3459,1593,Bedford 
10,Bland County,Virginia,264,74,Bland 
11,Botetourt County,Virginia,1593,867,Botetourt 
12,Brunswick County,Virginia,831,497,Brunswick 
13,Buchanan County,Virginia,973,204,Buchanan 
14,Buckingham County,Virginia,663,233,Buckingham 
15,Campbell County,Virginia,2559,1258,Campbell 
16,Caroline County,Virginia,1336,733,Caroline 
17,Carroll County,Virginia,1262,706,Carroll 
18,Charles City County,Virginia,280,149,Charles City 
19,Charlotte County,Virginia,534,180,Charlotte 
20,Chesterfield County,Virginia,19744,10018,Chesterfield 
21,Clarke County,Virginia,720,274,Clarke 
22,Craig County,Virginia,83,58,Craig 
23,Culpeper County,Virginia,2883,1366,Culpeper 
24,Cumberland County,Virginia,713,259,Cumberland 
25,Dickenson County,Virginia,623,181,Dickenson 
26,Dinwiddie County,Virginia,1444,742,Dinwiddie 
27,Essex County,Virginia,635,322,Essex 
28,Fairfax County,Virginia,56507,26750,Fairfax 
29,Fauquier County,Virginia,3400,1666,Fauquier 
30,Floyd County,Virginia,759,423,Floyd 
31,Fluvanna County,Virginia,1254,816,Fluvanna 
32,Franklin County,Virginia,2869,1446,Franklin 
33,Frederick County,Virginia,4378,1679,Frederick 
34,Giles County,Virginia,626,240,Giles 
35,Gloucester County,Virginia,1488,546,Gloucester 
36,Goochland County,Virginia,1099,647,Goochland 
37,Grayson County,Virginia,495,245,Grayson 
38,Greene County,Virginia,853,479,Greene 
39,Greensville County,Virginia,267,188,Greensville 
40,Halifax County,Virginia,1709,607,Halifax 
41,Hanover County,Virginia,6102,3801,Hanover 
42,Henrico County,Virginia,14886,7304,Henrico 
43,Henry County,Virginia,2243,777,Henry 
44,Highland County,Virginia,45,9,Highland 
45,Isle of Wight County,Virginia,1797,861,Isle of Wight 
46,James City County,Virginia,3315,2102,James City 
47,King and Queen County,Virginia,318,178,King and Queen 
48,King George County,Virginia,1337,591,King George 
49,King William County,Virginia,1046,573,King William 
50,Lancaster County,Virginia,644,127,Lancaster 
51,Lee County,Virginia,856,273,Lee 
52,Loudoun County,Virginia,22703,11787,Loudoun 
53,Louisa County,Virginia,1369,800,Louisa 
54,Lunenburg County,Virginia,347,199,Lunenburg 
55,Madison County,Virginia,635,310,Madison 
56,Mathews County,Virginia,504,126,Mathews 
57,Mecklenburg County,Virginia,1334,535,Mecklenburg 
58,Middlesex County,Virginia,360,230,Middlesex 
59,Montgomery County,Virginia,12904,8614,Montgomery 
60,Nelson County,Virginia,526,336,Nelson 
61,New Kent County,Virginia,931,423,New Kent 
62,Northampton County,Virginia,479,193,Northampton 
63,Northumberland County,Virginia,449,106,Northumberland 
64,Nottoway County,Virginia,556,248,Nottoway 
65,Orange County,Virginia,1782,1012,Orange 
66,Page County,Virginia,904,531,Page 
67,Patrick County,Virginia,554,227,Patrick 
68,Pittsylvania County,Virginia,2577,1088,Pittsylvania 
69,Powhatan County,Virginia,1383,579,Powhatan 
70,Prince Edward County,Virginia,3054,2046,Prince Edward 
71,Prince George County,Virginia,1788,862,Prince George 
72,Prince William County,Virginia,25903,11839,Prince William 
73,Pulaski County,Virginia,1467,753,Pulaski 
74,Rappahannock County,Virginia,281,112,Rappahannock 
75,Richmond County,Virginia,260,166,Richmond 
76,Roanoke County,Virginia,4504,2264,Roanoke 
77,Rockbridge County,Virginia,1087,503,Rockbridge 
78,Rockingham County,Virginia,4445,3045,Rockingham 
79,Russell County,Virginia,1199,448,Russell 
80,Scott County,Virginia,807,399,Scott 
81,Shenandoah County,Virginia,2157,1035,Shenandoah 
82,Smyth County,Virginia,1356,682,Smyth 
83,Southampton County,Virginia,703,270,Southampton 
84,Spotsylvania County,Virginia,7162,3786,Spotsylvania 
85,Stafford County,Virginia,8323,3684,Stafford 
86,Surry County,Virginia,239,134,Surry 
87,Sussex County,Virginia,408,205,Sussex 
88,Tazewell County,Virginia,1715,686,Tazewell 
89,Warren County,Virginia,2054,993,Warren 
90,Washington County,Virginia,2619,1261,Washington 
91,Westmoreland County,Virginia,532,184,Westmoreland 
92,Wise County,Virginia,1800,982,Wise 
93,Wythe County,Virginia,1383,640,Wythe 
94,York County,Virginia,3611,2071,York 
95,Alexandria city,Virginia,4411,1882,Alexandria city
96,Bristol city,Virginia,952,747,Bristol city
97,Buena Vista city,Virginia,525,355,Buena Vista city
98,Charlottesville city,Virginia,2572,1476,Charlottesville city
99,Chesapeake city,Virginia,12333,5768,Chesapeake city
100,Colonial Heights city,Virginia,687,357,Colonial Heights city
101,Covington city,Virginia,243,31,Covington city
102,Danville city,Virginia,1750,510,Danville city
103,Emporia city,Virginia,311,205,Emporia city
104,Fairfax city,Virginia,1124,599,Fairfax city
105,Falls Church city,Virginia,760,573,Falls Church city
106,Franklin city,Virginia,119,55,Franklin city
107,Fredericksburg city,Virginia,2135,1296,Fredericksburg city
108,Galax city,Virginia,248,130,Galax city
109,Hampton city,Virginia,6771,3672,Hampton city
110,Harrisonburg city,Virginia,8240,5796,Harrisonburg city
111,Hopewell city,Virginia,1156,434,Hopewell city
112,Lexington city,Virginia,1765,1125,Lexington city
113,Lynchburg city,Virginia,7920,5118,Lynchburg city
114,Manassas city,Virginia,2278,1015,Manassas city
115,Manassas Park city,Virginia,965,498,Manassas Park city
116,Martinsville city,Virginia,541,244,Martinsville city
117,Newport News city,Virginia,10070,5909,Newport News city
118,Norfolk city,Virginia,14423,9250,Norfolk city
119,Norton city,Virginia,203,131,Norton city
120,Petersburg city,Virginia,1226,484,Petersburg city
121,Poquoson city,Virginia,742,395,Poquoson city
122,Portsmouth city,Virginia,4218,1893,Portsmouth city
123,Radford city,Virginia,2969,2487,Radford city
124,Richmond city,Virginia,11988,7195,Richmond city
125,Roanoke city,Virginia,3592,2017,Roanoke city
126,Salem city,Virginia,1876,1176,Salem city
127,Staunton city,Virginia,1027,670,Staunton city
128,Suffolk city,Virginia,4484,2091,Suffolk city
129,Virginia Beach city,Virginia,21406,11685,Virginia Beach city
130,Waynesboro city,Virginia,815,410,Waynesboro city
131,Williamsburg city,Virginia,3139,1926,Williamsburg city
132,Winchester city,Virginia,2225,1195,Winchester city
0,Adams County,Washington,1185,509,Adams 
1,Asotin County,Washington,1040,394,Asotin 
2,Benton County,Washington,10690,4026,Benton 
3,Chelan County,Washington,3546,2368,Chelan 
4,Clallam County,Washington,2817,1177,Clallam 
5,Clark County,Washington,24238,10775,Clark 
6,Columbia County,Washington,109,92,Columbia 
7,Cowlitz County,Washington,5215,2298,Cowlitz 
8,Douglas County,Washington,2196,1234,Douglas 
9,Ferry County,Washington,273,118,Ferry 
10,Franklin County,Washington,6115,2788,Franklin 
11,Garfield County,Washington,143,81,Garfield 
12,Grant County,Washington,5319,2475,Grant 
13,Grays Harbor County,Washington,3158,1160,Grays Harbor 
14,Island County,Washington,3239,1647,Island 
15,Jefferson County,Washington,817,417,Jefferson 
16,King County,Washington,94462,47331,King 
17,Kitsap County,Washington,11603,5316,Kitsap 
18,Kittitas County,Washington,4186,2810,Kittitas 
19,Klickitat County,Washington,921,629,Klickitat 
20,Lewis County,Washington,4011,1860,Lewis 
21,Lincoln County,Washington,507,175,Lincoln 
22,Mason County,Washington,2938,1502,Mason 
23,Okanogan County,Washington,1851,907,Okanogan 
24,Pacific County,Washington,928,443,Pacific 
25,Pend Oreille County,Washington,634,282,Pend Oreille 
26,Pierce County,Washington,41918,21042,Pierce 
27,San Juan County,Washington,526,355,San Juan 
28,Skagit County,Washington,5974,2983,Skagit 
29,Skamania County,Washington,524,269,Skamania 
30,Snohomish County,Washington,37003,17158,Snohomish 
31,Spokane County,Washington,25563,14438,Spokane 
32,Stevens County,Washington,1934,818,Stevens 
33,Thurston County,Washington,13497,5944,Thurston 
34,Wahkiakum County,Washington,148,81,Wahkiakum 
35,Walla Walla County,Washington,3908,2325,Walla Walla 
36,Whatcom County,Washington,12391,7543,Whatcom 
37,Whitman County,Washington,7112,5033,Whitman 
38,Yakima County,Washington,14530,6119,Yakima 
0,Barbour County,West Virginia,1120,568,Barbour 
1,Berkeley County,West Virginia,4925,2444,Berkeley 
2,Boone County,West Virginia,1105,343,Boone 
3,Braxton County,West Virginia,605,141,Braxton 
4,Brooke County,West Virginia,1397,774,Brooke 
5,Cabell County,West Virginia,5034,2271,Cabell 
6,Calhoun County,West Virginia,226,83,Calhoun 
7,Clay County,West Virginia,471,86,Clay 
8,Doddridge County,West Virginia,552,212,Doddridge 
9,Fayette County,West Virginia,1972,676,Fayette 
10,Gilmer County,West Virginia,691,248,Gilmer 
11,Grant County,West Virginia,506,283,Grant 
12,Greenbrier County,West Virginia,1309,541,Greenbrier 
13,Hampshire County,West Virginia,997,416,Hampshire 
14,Hancock County,West Virginia,1225,486,Hancock 
15,Hardy County,West Virginia,499,279,Hardy 
16,Harrison County,West Virginia,2917,1687,Harrison 
17,Jackson County,West Virginia,1419,275,Jackson 
18,Jefferson County,West Virginia,3053,1537,Jefferson 
19,Kanawha County,West Virginia,8066,3107,Kanawha 
20,Lewis County,West Virginia,800,319,Lewis 
21,Lincoln County,West Virginia,786,146,Lincoln 
22,Logan County,West Virginia,1461,281,Logan 
23,McDowell County,West Virginia,737,40,McDowell 
24,Marion County,West Virginia,2923,1358,Marion 
25,Marshall County,West Virginia,1255,521,Marshall 
26,Mason County,West Virginia,1186,311,Mason 
27,Mercer County,West Virginia,2940,1228,Mercer 
28,Mineral County,West Virginia,1615,593,Mineral 
29,Mingo County,West Virginia,1086,216,Mingo 
30,Monongalia County,West Virginia,7932,4812,Monongalia 
31,Monroe County,West Virginia,554,269,Monroe 
32,Morgan County,West Virginia,1098,717,Morgan 
33,Nicholas County,West Virginia,1042,445,Nicholas 
34,Ohio County,West Virginia,2524,1451,Ohio 
35,Pendleton County,West Virginia,225,84,Pendleton 
36,Pleasants County,West Virginia,387,135,Pleasants 
37,Pocahontas County,West Virginia,360,112,Pocahontas 
38,Preston County,West Virginia,1307,589,Preston 
39,Putnam County,West Virginia,2791,1075,Putnam 
